"","Sample.ID","NLE.mean","ALA.mean","VAL.mean","ILE.mean","ASP.mean","PHE.mean","GLU.mean","TYR.mean","THR.mean","SER.mean","PRO.mean","GLY.mean","LEU.mean","NLE.sd","ALA.sd","VAL.sd","ILE.sd","ASP.sd","PHE.sd","GLU.sd","TYR.sd","THR.sd","SER.sd","PRO.sd","GLY.sd","LEU.sd","X","Sex","Year","County","Location.2","Lat","Long","Length","Weight","Age","Date","Month"
"82","RM_9804",NA,21.7174391025642,NA,NA,25.425134332635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207715478697104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1969,"Strait of Georgia","Inland",49.020474,-123.042875,NA,NA,NA,"10/8/69",10
"83","RM_9874",NA,24.4066898312611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1970,"Strait of Georgia","Inland",49.020474,-123.042875,NA,NA,NA,"3/1/70",3
"84","SI_253041",NA,20.8932464476022,NA,NA,NA,NA,28.7941519390172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437309405595707,NA,NA,NA,NA,NA,NA,NA,"M",1928,"Skagit County","Inland",48.473108,-122.468463,NA,NA,NA,"7/1/28",7
"85","SI_253042",NA,18.6861106215851,NA,NA,NA,NA,26.5567949557774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592148770178462,NA,NA,NA,NA,NA,NA,NA,"F",1928,"Skagit County","Inland",48.473108,-122.468463,NA,NA,NA,"7/1/28",7
"86","SI_253043",NA,NA,NA,NA,NA,17.5322386547601,28.886559238095,NA,-6.61106642644527,19.5816666666667,7.183,NA,NA,NA,NA,NA,NA,NA,6.27822163746994,0.255416982446799,NA,32.3359632789071,9.23149372167546,33.9293026600901,NA,NA,NA,"F",1928,"Skagit County","Inland",48.473108,-122.468463,NA,NA,NA,"7/1/28",7
"87","SI_274144",NA,25.842483348135,26.2555718990528,NA,25.6662878552399,15.8408808096507,28.1966526420957,NA,NA,16.4841509769093,29.664,13.477,NA,NA,0.0888684370103874,0.465428187405522,NA,0.413642986069282,2.86181177486635,0.294668066705048,NA,NA,0.888565664758547,0.248694887927884,0.0489252707266185,NA,NA,"M",1942,"Pacific County","coastal",46.619545,-123.95812,NA,NA,NA,"5/31/42",5
"88","SI_274146",NA,15.5083202846964,18.9826512455509,NA,14.0558060498214,7.49957829181441,17.2099454329758,NA,-24.0109965675064,8.87856524317882,27.253,8.27166666666667,NA,NA,0.361362908406043,0.590648671254947,NA,0.417492164189523,2.61372539987924,0.170224602893023,NA,1.4521098322474,0.164047019778094,0.924185587422786,0.244804684051047,NA,NA,"F",1942,"Pacific County","Coastal",46.619545,-123.95812,NA,NA,NA,"5/31/42",5
"89","SI_274152",NA,24.0765480769232,NA,NA,26.3647358454404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257153091614413,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",1942,"Thurston County","Inland",47.095908,-122.686415,NA,NA,NA,"7/9/42",7
"90","SI_274153",NA,24.6487989934874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",1942,"Thurston County","Inland",47.095908,-122.686415,NA,NA,NA,"7/8/42",7
"91","SI_274154",NA,25.9187175473654,29.4380814831263,NA,26.6092483348136,NA,28.3171219286561,NA,NA,NA,NA,12.3665,NA,NA,0.211421479816558,0.587801839178921,NA,0.350425902719299,NA,0.339367840050591,NA,NA,NA,NA,0.159172456703049,NA,NA,"M",1942,"Thurston County","Inland",47.095908,-122.686415,NA,NA,NA,"7/29/42",7
"92","SI_274156",NA,23.3697852564104,NA,NA,24.5747793509284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.591755027720398,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",1942,"Pacific County","Coastal",46.619545,-123.95812,NA,NA,NA,"7/14/42",7
"93","SI_276058",NA,19.7363122775803,24.8954599644138,NA,20.9859483985783,10.4771263345199,23.9203967971535,NA,-28.7261659038897,15.7626886120999,28.1575,9.999,NA,NA,0.477199357324785,0.759167203402422,NA,0.684907151209357,0.669515206446368,0.18352482584769,NA,1.94810668975539,6.55922315805598,0.352846283812086,0.340825468531917,NA,NA,"F",1942,"Pacific County","Coastal",46.490551,-124.0598,NA,NA,NA,"6/14/42",6
"94","SI_276059",NA,18.7673529062871,23.4373564650066,NA,20.2863742586015,6.01404922894438,21.737081850534,NA,-24.857057589626,11.4235688018982,18.6083333333333,10.849,NA,NA,0.421076604139997,0.637852432953461,NA,0.144885945797909,0.754495615905018,0.338249983376829,NA,0.0516287538071183,0.126598516912903,1.2402488997509,0.244546519091971,NA,NA,"F",1942,"Pacific County","Coastal",46.619545,-123.95812,NA,NA,NA,"5/31/42",5
"95","SM_15182",NA,23.1532816581488,25.9190948324814,NA,NA,9.72537194775689,25.6215865985236,NA,-23.618199318569,13.3351362862008,29.0186666666667,10.9193333333333,25.5056666666667,NA,0.354869115299296,0.494485281908897,NA,NA,0.334845940859162,0.491546165216458,NA,1.3674502498291,6.02126467682313,0.32437837987963,0.322351257688462,0.75574753280003,1,"M",1970,"Pierce","Inland",47.228131,-122.677532,NA,NA,20,"11/24/70",11
"96","SM_15204",28.8312250859106,22.9544261168385,NA,NA,NA,NA,NA,NA,NA,NA,27.5805,NA,NA,1.05034045897927,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218861257463576,NA,NA,NA,"M",1971,"Pierce","Inland",47.228131,-122.677532,NA,NA,12,"1/16/71",1
"97","SM_15209",14.2369937217972,23.4901143319601,28.4008329899942,NA,15.5326656856975,NA,27.2966874632136,NA,NA,NA,26.0626666666667,10.1943333333333,27.1336666666667,0.368356802612496,0.0957187503540641,0.513649206424287,NA,0.59651229274973,NA,0.80006127960472,NA,NA,NA,0.622885489743766,0.166710327614498,0.518800860960478,NA,"",1970,"Pierce","Inland",47.368651,-122.546965,NA,NA,NA,"9/8/70",9
"98","SM_15210",13.9965128865979,22.3808251718214,NA,NA,NA,NA,NA,NA,NA,NA,22.5833333333333,NA,NA,0.430832018682138,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2109681048604,NA,NA,NA,"",1970,"Pierce","Inland",47.368651,-122.546965,NA,NA,NA,"9/8/70",9
"99","SM_15274",11.9982577260171,24.6019311868687,NA,NA,NA,11.6273823537327,NA,NA,-8.69894639220806,NA,24.1696666666667,NA,NA,5.81939791456683,NA,NA,NA,NA,0.54815104795332,NA,NA,16.4423423873407,NA,4.90782306721783,NA,NA,NA,"F",1969,"Grays Harbor","Coastal",46.906289,-124.121322,NA,NA,11,"5/18/69",5
"100","SM_16043",14.0877160652921,23.2388672680413,NA,NA,NA,NA,NA,NA,NA,NA,25.9271666666667,NA,NA,0.577581439118591,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.884765922362319,NA,NA,NA,"F",1972,"Pierce","Inland",47.216785,-122.660398,NA,NA,NA,"6/14/72",6
"101","SM_16044",13.8367957474227,20.8468337628866,NA,NA,NA,NA,NA,NA,NA,NA,24.8790833333333,NA,NA,0.685774839915676,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233132487074764,NA,NA,NA,"F",1977,"Pierce","Inland",47.216785,-122.660398,NA,NA,NA,"8/1/72",8
"102","SM_16056",13.5869639003336,24.4703449087699,26.8122271924662,NA,12.7304110260938,NA,28.7076195801452,NA,NA,NA,5.69066666666667,9.45333333333333,26.937,0.134620595013635,0.237202973098102,1.29047721337849,NA,1.81810530036787,NA,4.06731419901638,NA,NA,NA,29.3468205148928,0.0281128677536347,0.265322445337742,NA,"M",1972,"Island","Inland",48.319011,-122.83727,129.5,49.9,8,"7/18/72",7
"103","SM_16062",21.7957222938144,25.3458518041237,NA,NA,NA,NA,NA,NA,NA,NA,27.0731666666667,NA,NA,2.99195330769779,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61048043603274,NA,NA,NA,"M",1972,"Island","Inland",48.322464,-122.824309,144.8,61.2,12,"8/9/72",8
"104","SM_16095",NA,22.9723850085179,24.8349051675183,NA,NA,8.93229471890965,25.3674134014764,NA,-29.9074673480977,11.9111970471322,33.1366666666667,11.5726666666667,26.62,NA,0.459963488735198,2.31354098182935,NA,NA,1.0217997575282,0.406405597748643,NA,1.25510342803261,0.543483791880663,1.26029255862809,0.115889315009337,1.11500493272451,1,"F",1972,"Grays Harbor","Coastal",46.929986,-124.168851,67.3,5.4,0,"12/20/72",12
"105","SM_16096",17.8781805479309,22.9729825757575,NA,NA,NA,NA,NA,NA,NA,NA,25.8788333333334,NA,NA,2.73024928613027,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256714544756419,NA,NA,NA,"F",1972,"Grays Harbor","Coastal",46.929986,-124.168851,149.9,72.6,15,"6/9/72",6
"106","SM_16097",NA,25.6012619275035,NA,NA,NA,NA,NA,NA,NA,NA,25.7766666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.761275535177701,NA,NA,NA,"F",1972,"Grays Harbor","Coastal",46.929986,-124.168851,77.5,7,0,"6/14/72",6
"107","SM_20085",NA,22.7858033754466,24.4501001148545,NA,NA,13.579426716437,25.880004913221,NA,-19.9514754019908,18.9986858090862,25.4256666666667,12.119,25.0828333333333,NA,0.299179691261587,0.582163851205203,NA,NA,0.352891256251551,0.312487938357066,NA,3.46389035525884,1.31224593525504,0.165252115094189,0.0532873609141224,1.26221631001181,NA,"M",1975,"Pierce","Inland",47.216785,-122.660398,NA,NA,NA,"9/1/75",9
"108","SM_20087",15.1691370274914,23.7269553264605,NA,NA,NA,NA,NA,NA,NA,NA,25.8476666666666,NA,NA,0.602354297756958,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876402045807757,NA,NA,NA,"F",1976,"Pierce","Inland",47.216785,-122.660398,NA,NA,NA,"1/4/76",1
"109","SM_21180",16.3399669243986,22.2861250000001,NA,NA,NA,NA,NA,NA,NA,NA,27.9003333333334,NA,NA,0.509668986401957,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352614269633881,NA,NA,NA,"F",1976,"Pierce","Inland",47.216785,-122.660398,NA,NA,NA,"9/4/76",9
"110","SM_21182",11.546970790378,24.6870880584193,19.5456692439863,NA,16.0578612542955,15.1469016323024,26.0030919243986,NA,-11.1411069587629,23.3636666666667,29.218,19.6066666666667,25.774,4.03520901687237,0.0571974491019705,5.95066084592201,NA,0.364028602847721,0.95887195521992,0.312269442041114,NA,11.1468790627359,0.129554364393229,0.190732797389438,10.6403123231103,1.17372015404013,NA,"F",1976,"Pierce","Inland",47.216785,-122.660398,NA,NA,NA,"8/25/76",8
"111","SM_25695",15.7240884834217,22.0206256131058,27.7809866097705,NA,13.7772950755347,NA,27.3901443986659,NA,NA,NA,31.106,7.83633333333333,24.756,0.705354491634555,0.311480047668203,2.00750268542304,NA,0.112707689658476,NA,0.792308676935523,NA,NA,NA,0.891293442139007,0.329099275801898,0.255569951285358,NA,"M",1977,"Grays Harbor","Coastal",47.096914,-124.187536,NA,NA,NA,"2/3/77",2
"112","SM_25696",15.2374229667812,23.6314162371134,NA,NA,NA,NA,NA,NA,NA,NA,28.5208888888889,NA,NA,1.03164747861095,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404130166363103,NA,NA,NA,"M",1977,"Grays Harbor","Coastal",47.096914,-124.187536,NA,NA,NA,"2/3/77",2
"113","SM_25700",15.3089358446145,20.2127542672161,26.674733470669,NA,13.677333725721,NA,27.8138583480479,NA,NA,NA,28.7286666666667,6.14133333333333,19.9226666666667,0.468185920738096,0.256949153961323,0.912304507724113,NA,0.808095891673522,NA,0.172375481908911,NA,NA,NA,0.482005532471708,0.0770346242499652,0.540723897505311,NA,"M",1977,"Grays Harbor","Coastal",47.311683,-124.279235,NA,NA,NA,"2/3/77",2
"114","SM_25701",NA,23.7884705038995,25.5262213758335,NA,NA,12.4860346895507,28.5799930666287,NA,-14.5495211642144,16.7089478050026,25.4756666666667,10.3925,25.2253333333333,NA,0.0855233037658163,0.93426046766426,NA,NA,0.532822742195979,0.178786038621049,NA,2.00331192801871,0.624165560192415,0.618478582560512,0.112155385789502,0.909463199066013,NA,"F",1977,"Grays Harbor","Coastal",47.311683,-124.279235,NA,NA,NA,"3/17/77",3
"115","SM_25702",11.3621009450172,25.3280103092783,27.454277491409,NA,15.323240120275,13.1044965694683,28.1326215635739,NA,-21.9893827319588,22.505,29.3976666666667,18.018,27.937,2.51288728293425,0.325920369249226,1.12875865262475,NA,0.0348639244106173,0.138865463445567,0.27552776127086,NA,0.561206741539688,0.186260570169856,0.225553393530963,9.27351346577984,0.575844597091958,NA,"F",1977,"Grays Harbor","Coastal",47.311683,-124.279235,NA,NA,NA,"3/17/77",3
"116","SM_25705",14.3731271477663,22.2026310137458,NA,NA,NA,NA,NA,NA,NA,NA,30.5535,NA,NA,0.840083680818065,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335458610348083,NA,NA,NA,"F",1977,"Grays Harbor","Coastal",47.311683,-124.279235,NA,NA,NA,"5/20/77",5
"117","SM_25706",15.3032783093483,22.303834185606,NA,NA,NA,NA,NA,NA,NA,NA,28.6106666666666,NA,NA,0.451073787835462,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157668851353758,NA,NA,NA,"M",1977,"Grays Harbor","Coastal",46.983304,-123.984406,NA,NA,NA,"5/20/77",5
"118","SM_25711",17.8502916666667,23.825,23.6810833333333,NA,14.0607916666667,12.6216986849628,29.079125,NA,-18.8159583333333,17.0786666666667,20.2943333333333,7.547,29.102,0.409325301024802,0.0289828331487566,1.02961543825171,NA,0.169921869336829,0.406383538653515,0.115852254295861,NA,1.09164212736638,0.175000952378362,0.249307708130603,0.0412189276910499,0.332753662639498,NA,"F",1977,"Grays Harbor","Coastal",46.983304,-123.984406,NA,NA,NA,"6/10/77",6
"119","SM_25712",9.98194673539526,23.2075279209623,26.7156374570448,NA,14.8959566151203,NA,28.4051829896907,NA,NA,NA,24.204,7.91333333333333,26.7733333333333,2.79354460317065,0.208363195502178,0.837078926641274,NA,0.219461798901659,NA,0.527799271959287,NA,NA,NA,0.189770914525909,0.536848519913517,0.192858324511372,NA,"F",1977,"Grays Harbor","Coastal",46.983304,-123.984406,NA,NA,NA,"6/10/77",6
"120","SM_25714",NA,22.2726264179204,23.8093368098861,NA,NA,13.3201865007788,27.959095836425,NA,-16.4860916352889,17.8426212353241,28.0358333333334,12.629,26.1435,NA,0.190485719571323,1.34836147061086,NA,NA,0.480956925661395,0.373763986033892,NA,12.196038849849,2.54638976059934,0.149103543305399,3.51137111703625,1.78067509521802,NA,"M",1977,"Grays Harbor","Coastal",47.227824,-124.212433,NA,NA,NA,"6/10/77",6
"121","SM_25740",NA,20.3374256673442,NA,NA,NA,NA,27.222313521744,NA,NA,NA,28.7525,11.8070833333333,22.4689166666667,NA,0.326563931908375,NA,NA,NA,NA,0.523764851706031,NA,NA,NA,0.6167178628745,0.143433330245539,0.481624894939361,NA,"F",1978,"Grays Harbor","Coastal",47.227824,-124.212433,NA,NA,NA,"6/9/78",6
"122","SM_25742",13.4781941580757,23.7143921821306,21.054985395189,NA,14.5971683848797,12.3044050687286,29.5745390893471,NA,-7.49248625429551,19.6026666666667,27.5733333333333,11.732,25.759,3.15931612044827,0.122109918614439,0.771720048738924,NA,1.96153806478455,0.789823563428115,0.331588369035665,NA,17.5570980449234,3.85098381369402,0.23081233358149,0.116657618696766,0.360087489368903,NA,"M",1978,"Grays Harbor","Coastal",47.227824,-124.212433,NA,NA,NA,"6/9/78",6
"123","SM_25743",14.5069325601374,23.4349858247424,NA,NA,NA,NA,NA,NA,NA,NA,30.5295,NA,NA,0.249543265545532,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163578134943442,NA,NA,NA,"F",1978,"Grays Harbor","Coastal",47.227824,-124.212433,NA,NA,NA,"4/14/78",4
"124","SM_25744",14.6323608899764,24.4991030927835,NA,NA,NA,NA,NA,NA,NA,NA,30.4211666666667,NA,NA,1.87148461678777,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05195418362644,NA,NA,NA,"F",1978,"Grays Harbor","Coastal",47.227824,-124.212433,NA,NA,NA,"7/21/78",7
"125","SM_25892",9.3834467353952,23.4232341065292,25.2898625429553,NA,13.8144969931272,11.9492323883162,28.5999862542955,NA,-9.87008719931275,18.8356666666667,28.421,10.8143333333333,26.8796666666667,1.52199914164489,0.136498826467742,0.447461757770245,NA,0.66244831399019,0.308060496154212,0.136332078148606,NA,12.7623649424513,1.73043530168953,0.156166577730321,0.0671590152796582,0.452440419650293,NA,"F",1977,"Island","Inland",48.322464,-122.824309,NA,NA,NA,"6/21/77",6
"126","SM_25893",13.5994498724741,23.8262162546597,28.3731469982343,NA,15.9110390425741,NA,27.5515722974298,NA,NA,NA,21.7773333333333,14.35,26.9803333333333,0.87671514273787,0.591054392907231,0.774052382300172,NA,0.342513152912295,NA,0.126785030278905,NA,NA,NA,0.971426957281572,0.287041808801436,0.29491411179076,NA,"F",1977,"Island","Inland",48.322464,-122.824309,NA,NA,NA,"6/14/77",6
"127","SM_25894",13.4982959621993,23.8455189003436,NA,NA,NA,NA,NA,NA,NA,NA,26.4633333333334,NA,NA,0.596996406327234,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51249002681381,NA,NA,NA,"F",1977,"Island","Inland",48.322464,-122.824309,NA,NA,NA,"6/9/77",6
"128","SM_25895",16.0467494531799,24.4914642992423,NA,NA,NA,NA,NA,NA,NA,NA,25.7581666666667,NA,NA,0.54035957454902,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300349535127607,NA,NA,NA,"F",1977,"Island","Inland",48.322464,-122.824309,NA,NA,NA,"7/14/77",7
"129","SM_25896",12.1386844931272,23.3281430412371,NA,NA,NA,NA,NA,NA,NA,NA,27.6465,NA,NA,0.792688936192442,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292200921024682,NA,NA,NA,"F",NA,"Coastal","Coastal",46.703882,-123.971109,NA,NA,NA,"",NA
"130","SM_27370",18.2700652920963,23.4530408075602,21.3887465635739,NA,15.4126082474227,12.1358526632303,27.5323792955327,NA,0.0176159793814718,18.5323333333333,26.9536666666667,12.4966666666667,23.2483333333333,1.68452286323438,0.217953573173453,0.853732190568702,NA,2.20694248906614,1.08919293642365,0.874137696509598,NA,15.4785957516191,3.91799825591249,0.140692335730605,0.449734736631866,1.42205567167159,NA,"M",1979,"Pierce","Inland",47.216785,-122.660398,NA,NA,NA,"8/23/79",8
